Stock,Transaction Date,Buy/Sell,Type,Amount,Senator
NKE,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NEE,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JPM,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MSFT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MDT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MCD,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
LOW,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JNJ,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ITW,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
HRS,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
GIS,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
GD,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
FDS,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
XOM,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ES,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
EMR,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
EV,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CL,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CLX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CSCO,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CB,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CVX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BLK,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BDX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ADP,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ADI,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AMGN,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
APD,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ACN,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ABT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
T,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AFL,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
VGK,2018-04-24,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
UBSI,2018-04-24,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
MS,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
LULU,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
IYE,2018-04-24,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
KHC,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
CLB,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
CHK,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
CME,2018-04-24,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
AL,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
WEC,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
WMT,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
VFC,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
UTX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
USB,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MMM,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
SYY,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PII,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PSX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PEP,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PAYX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NSC,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NEE,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JPM,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MSFT,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MDT,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MCD,2018-04-06,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
LOW,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JNJ,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ITW,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
HRS,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
GD,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ES,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
EMR,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CL,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CLX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CSCO,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CB,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CVX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BLK,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BDX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ADP,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ADI,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AMGN,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
APD,2018-04-04,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ACN,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ABT,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
T,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AFL,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
UBSI,2018-04-05,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
MDLZ,2018-04-04,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
WFC,2017-06-27,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
C,2017-06-27,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
C,2019-12-11,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
UPS,2023-04-04,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
MCD,2023-04-04,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
DUK,2023-04-04,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
COP,2016-01-25,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
NKE,2016-01-21,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CB,2016-01-21,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NEE,2022-02-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
MSFT,2022-02-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
LHX,2022-02-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
LOW,2022-02-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
AAPL,2022-02-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
RDSA,2021-07-26,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
MSFT,2021-07-26,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
IBM,2021-07-26,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
INTC,2021-07-26,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
C,2021-07-26,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
USB,2017-01-30,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
SPGI,2023-09-27,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
UNH,2023-09-22,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ACN,2023-09-22,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
RTX,2023-09-21,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
USB,2023-09-01,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
UNH,2022-10-17,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
JPM,2022-10-17,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
MSFT,2022-10-17,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
LOW,2022-10-17,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
LIN,2022-10-17,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
JNJ,2022-10-17,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
BLK,2022-10-17,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
AAPL,2022-10-17,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
AFL,2022-10-17,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
WFC,2022-10-19,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
JWN,2016-11-14,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
WFC,2017-06-27,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
C,2017-06-27,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
WEC,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
WMT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
VFC,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
UTX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
USB,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MMM,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
TGT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
SYY,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
QCOM,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PG,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PII,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PSX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PEP,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PAYX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NVS,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NSC,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NKE,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NEE,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JPM,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MSFT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MDT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MCD,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
LOW,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JNJ,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ITW,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
HRS,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
GIS,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
GD,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
FDS,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
XOM,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ES,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
EMR,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
EV,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CL,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CLX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CSCO,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CB,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CVX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BLK,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BDX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ADP,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ADI,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AMGN,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
APD,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ACN,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ABT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
T,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AFL,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
VGK,2018-04-24,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
UBSI,2018-04-24,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
MS,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
LULU,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
IYE,2018-04-24,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
KHC,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
CLB,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
CHK,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
CME,2018-04-24,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
AL,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
WEC,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
WMT,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
VFC,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
UTX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
USB,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MMM,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
SYY,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PII,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PSX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PEP,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PAYX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NSC,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NEE,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JPM,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MSFT,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MDT,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MCD,2018-04-06,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
LOW,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JNJ,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ITW,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
HRS,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
GD,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ES,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
EMR,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CL,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CLX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CSCO,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CB,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CVX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BLK,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BDX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ADP,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ADI,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AMGN,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
APD,2018-04-04,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ACN,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ABT,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
T,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AFL,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
UBSI,2018-04-05,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
MDLZ,2018-04-04,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
WEC,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
WMT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
VFC,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
UTX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
USB,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MMM,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
TGT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
SYY,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
QCOM,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PG,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PII,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PSX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PEP,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PAYX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NVS,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NSC,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NKE,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NEE,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JPM,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MSFT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MDT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MCD,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
LOW,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JNJ,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
IBM,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ITW,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
HRS,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
GIS,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
GD,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
FDS,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
XOM,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ES,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
EMR,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
EV,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CL,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CLX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CSCO,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CB,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CVX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BLK,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BDX,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ADP,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ADI,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AMGN,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
APD,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ACN,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ABT,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
T,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AFL,2018-04-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
VGK,2018-04-24,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
UBSI,2018-04-24,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
MS,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
LULU,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
IYE,2018-04-24,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
KHC,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
CLB,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
CHK,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
CME,2018-04-24,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
AL,2018-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
WEC,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
WMT,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
VFC,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
UTX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
USB,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MMM,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
SYY,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PII,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PSX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PEP,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
PAYX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NSC,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
NEE,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JPM,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MSFT,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MDT,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
MCD,2018-04-06,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
LOW,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JNJ,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ITW,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
HRS,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
GD,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ES,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
EMR,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CL,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CLX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CSCO,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CB,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
CVX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BLK,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BDX,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ADP,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ADI,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AMGN,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
APD,2018-04-04,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ACN,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
ABT,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
T,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AFL,2018-04-05,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
UBSI,2018-04-05,Sale,Stock,"$15,001 - $50,000",Shelley m Capito
MDLZ,2018-04-04,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
C,2019-12-11,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
PPG,2021-10-13,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
BA,2018-06-07,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
USB,2021-06-24,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
JPM,2021-06-23,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
AAPL,2021-06-23,Purchase,Stock,"$1,001 - $15,000",Shelley m Capito
QCOM,2018-11-29,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
IBM,2018-11-29,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
INCY,2018-11-12,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
WFC,2017-04-24,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
WFC,2020-06-25,Purchase,Stock,"$15,001 - $50,000",Shelley m Capito
GWW,2018-01-04,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
GE,2018-01-04,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
PG,2018-01-04,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
NSC,2018-01-04,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
MSFT,2018-01-04,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
MRK,2018-01-04,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
IBM,2018-01-04,Sale,Stock,"$1,001 - $15,000",Shelley m Capito
